,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children_num,year_Customer,age_Customer,relationship,MntTotal,Puchases_total,Total_Accepted_Campaigns,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Cluster
506,80184.0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,0,2014,70,1,1902,19,2,False,False,False,True,False,0
507,30630.0,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,2,2014,49,0,52,5,0,False,False,True,False,False,2
508,73454.0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,0,2014,27,0,1651,12,1,False,False,False,True,False,0
509,42691.0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0,2013,22,1,358,12,0,False,False,True,False,False,2
510,70503.0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,0,2012,59,1,1727,15,2,False,False,True,False,False,1
511,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,1,2012,25,1,210,7,0,False,False,True,False,False,2
512,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,1,2012,26,1,42,4,0,False,False,True,False,False,2
513,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0,2013,55,1,1291,19,0,False,False,False,False,True,0
514,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0,2014,37,1,442,14,0,False,False,False,True,False,3
515,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0,2012,48,0,1895,16,0,False,False,True,False,False,1
516,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,2,2013,53,1,411,13,0,False,False,False,False,True,3
517,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,1,2013,38,0,521,15,0,True,False,False,False,False,3
518,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,1,2013,44,0,1168,16,0,False,False,True,False,False,1
519,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,2,2014,37,1,493,16,1,False,False,False,True,False,3
520,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,2,2013,51,1,260,10,0,False,False,True,False,False,2
521,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,1,2013,31,0,46,5,0,False,False,True,False,False,2
522,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,1,2013,62,1,319,12,0,False,False,False,True,False,3
523,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,1,2014,47,1,96,6,0,False,False,True,False,False,2
524,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0,2014,47,0,1062,15,1,False,False,True,False,False,1
525,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,1,2013,61,1,232,10,0,True,False,False,False,False,3
526,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,1,2013,32,0,76,6,0,False,False,False,True,False,3
527,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,1,2013,36,1,54,6,0,True,False,False,False,False,3
528,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,1,2012,43,0,201,9,0,False,False,True,False,False,2
529,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,1,2012,28,0,406,12,0,False,False,False,False,True,3
530,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,2013,31,1,1919,19,2,False,False,False,False,True,0
531,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,1,2013,37,1,662,18,0,False,False,True,False,False,2
532,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,1,2014,24,1,41,6,0,True,False,False,False,False,3
533,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0,2014,50,0,1600,13,0,False,False,True,False,False,1
534,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,1,2013,33,1,134,7,0,False,False,True,False,False,2
535,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,2,2014,46,1,69,6,1,False,False,True,False,False,2
536,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,2,2014,41,1,21,4,0,False,False,False,True,False,3
537,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,2,2014,51,0,54,5,0,True,False,False,False,False,3
538,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,1,2014,25,0,91,6,1,False,False,True,False,False,2
539,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,1,2014,43,0,526,16,0,False,False,False,False,True,3
540,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,2013,50,1,162,7,0,False,False,True,False,False,2
541,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0,2013,64,1,1008,24,0,False,False,False,True,False,0
542,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,2,2012,60,1,240,10,0,False,False,True,False,False,2
543,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,1,2013,35,0,795,19,0,False,False,False,False,True,0
544,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,2013,31,1,1772,18,1,False,False,True,False,False,1
545,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0,2013,43,1,64,6,0,True,False,False,False,False,3
546,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1,2013,54,1,1957,19,4,False,False,True,False,False,1
547,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,1,2013,35,1,78,6,0,False,False,True,False,False,2
548,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,2013,33,0,1572,19,0,False,False,True,False,False,1
549,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,1,2013,42,1,795,24,0,False,False,False,True,False,0
550,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,2014,44,1,889,21,0,True,False,False,False,False,0
551,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,1,2013,50,0,331,12,0,False,False,False,False,True,3
552,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,1,2014,64,1,265,10,0,False,False,False,False,True,3
553,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1,2012,50,0,1065,15,0,False,False,True,False,False,1
554,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,2,2013,62,1,11,3,0,False,False,False,True,False,3
555,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,1,2013,34,0,21,3,0,False,False,True,False,False,2
556,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,2012,42,1,17,3,0,False,False,True,False,False,2
557,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,1,2012,38,1,369,11,0,False,False,True,False,False,2
558,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,2,2014,46,1,38,4,0,False,False,False,False,True,3
559,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,2013,35,0,177,8,0,True,False,False,False,False,3
560,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,1,2013,43,1,279,11,0,False,False,False,False,True,3
561,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,1,2013,32,1,62,5,0,False,False,False,True,False,3
562,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,1,2013,36,1,1230,18,3,False,False,False,False,True,0
563,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,2,2014,46,1,182,8,0,False,False,True,False,False,2
564,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,2,2013,43,1,49,6,0,False,False,True,False,False,2
565,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,2,2013,47,1,75,6,0,False,False,False,False,True,3
566,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,2,2013,57,1,227,10,0,False,False,False,True,False,3
567,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,2,2012,38,1,215,10,1,False,False,False,False,True,3
568,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,2,2013,46,1,47,4,0,True,False,False,False,False,3
569,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,2013,62,1,143,6,0,False,False,False,True,False,3
570,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,1,2014,31,1,55,5,0,False,False,True,False,False,2
571,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,2,2014,43,1,63,7,0,True,False,False,False,False,3
572,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0,2012,57,0,1867,21,3,False,False,True,False,False,1
573,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,1,2013,52,1,611,18,0,False,False,False,True,False,3
574,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,1,2014,59,1,473,15,1,False,False,True,False,False,2
575,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,2013,54,1,55,5,0,False,False,True,False,False,2
576,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,1,2012,28,0,81,5,0,False,False,False,False,True,3
577,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0,2012,37,1,2086,21,2,False,False,False,True,False,0
578,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,2013,48,0,1478,19,0,False,False,False,True,False,0
579,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,1,2014,37,1,49,4,0,False,False,True,False,False,2
580,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,2013,41,1,382,14,0,False,False,False,False,True,3
581,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,1,2013,38,1,69,6,0,False,False,False,True,False,3
582,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,1,2012,43,0,67,5,0,False,False,True,False,False,2
583,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,2,2013,44,1,30,4,0,False,False,False,True,False,3
584,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,2013,35,1,63,6,0,True,False,False,False,False,3
585,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,1,2012,31,1,79,7,0,False,False,True,False,False,2
586,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,1,2013,52,0,42,4,0,False,False,True,False,False,2
587,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,1,2012,52,1,819,20,0,False,False,True,False,False,1
588,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,2013,58,0,1151,16,0,False,False,True,False,False,1
589,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,2,2012,64,1,594,17,0,False,False,False,False,True,3
590,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,2,2013,47,1,129,7,0,False,False,False,True,False,3
591,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,1,2012,26,0,213,8,0,False,False,False,True,False,3
592,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,3,2013,57,0,28,4,0,False,False,True,False,False,2
593,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,1,2012,37,1,45,4,0,False,True,False,False,False,3
594,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,2014,49,1,1193,17,1,False,False,True,False,False,1
595,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,2013,44,0,268,10,0,False,False,False,True,False,3
596,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,2013,69,0,266,11,0,False,False,False,True,False,3
597,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,1,2012,39,1,37,4,0,False,True,False,False,False,3
598,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,2012,43,0,882,22,0,False,False,False,False,True,0
599,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,2,2013,39,1,373,13,0,False,False,True,False,False,2
600,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,3,2013,48,0,35,4,0,False,False,False,True,False,3
601,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,2013,37,1,107,1,0,False,False,False,False,True,3
602,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,2,2013,35,0,42,4,0,False,False,True,False,False,2
603,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,1,2012,52,1,326,12,0,False,False,False,True,False,3
604,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,1,2013,52,1,404,14,0,False,False,False,False,True,3
605,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,2013,42,0,95,5,0,False,False,True,False,False,2
606,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,2014,65,0,939,13,2,False,False,True,False,False,1
607,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,2013,35,0,33,4,0,True,False,False,False,False,3
608,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0,2013,58,1,981,20,1,True,False,False,False,False,0
609,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,1,2013,37,1,36,5,0,False,False,True,False,False,2
610,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1,2013,38,0,1237,19,0,False,False,True,False,False,1
611,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1,2012,52,1,1825,27,0,False,False,True,False,False,1
612,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,2,2012,35,0,103,6,0,False,False,False,False,True,3
613,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,1,2012,35,0,191,9,0,False,False,True,False,False,2
614,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1,2013,43,1,1586,23,0,False,False,False,False,True,0
615,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,2014,56,1,963,13,0,False,False,False,False,True,0
616,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,0,2014,54,0,93,6,1,True,False,False,False,False,3
617,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,2013,40,0,1587,20,0,False,False,True,False,False,1
618,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,2014,52,0,16,3,0,False,False,True,False,False,2
619,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,2013,61,0,1375,31,0,False,False,True,False,False,1
620,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,1,2013,51,1,393,13,0,False,False,True,False,False,2
621,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1,2012,62,0,1477,21,0,False,False,False,True,False,0
622,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,1,2013,42,1,1179,16,1,False,False,True,False,False,1
623,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,2014,66,1,1348,20,0,False,False,False,False,True,0
624,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1,2012,53,0,1307,19,0,False,False,False,False,True,0
625,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,1,2013,49,0,486,13,1,False,False,True,False,False,2
626,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,2013,66,1,2252,12,2,False,False,False,True,False,0
627,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,2,2013,42,1,235,10,0,False,False,False,False,True,3
628,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,2013,43,1,1724,30,2,False,False,True,False,False,1
629,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,1,2013,43,0,235,10,0,False,False,False,True,False,3
630,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1,2014,37,1,1092,25,0,False,False,False,True,False,0
631,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,1,2013,55,1,599,15,0,False,False,True,False,False,2
632,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,2014,54,0,2008,19,1,False,False,False,True,False,0
633,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,1,2012,27,1,48,4,0,False,False,True,False,False,2
634,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1,2012,38,1,1174,27,0,False,False,True,False,False,1
635,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,1,2014,64,1,67,6,0,False,False,False,False,True,3
636,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,1,2012,57,0,365,13,0,False,False,True,False,False,2
637,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,39,0,6,0,0,False,False,True,False,False,2
638,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,1,2014,61,1,165,8,0,False,False,True,False,False,2
639,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1,2013,66,1,1095,25,0,False,False,False,False,True,0
640,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,3,2013,47,0,223,8,1,False,False,False,False,True,3
641,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,1,2012,49,1,597,18,0,False,False,True,False,False,2
642,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1,2013,38,0,1064,23,0,False,False,True,False,False,1
643,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,2012,32,1,74,5,0,False,True,False,False,False,3
644,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,2013,57,1,26,4,0,False,False,False,True,False,3
645,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,2012,53,1,60,4,0,False,False,True,False,False,2
646,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,1,2013,39,1,20,3,0,False,False,False,False,True,3
647,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,1,2013,26,0,59,5,0,False,True,False,False,False,3
648,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,1,2013,45,1,34,4,0,False,False,False,False,True,3
649,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,2,2013,42,1,198,9,0,True,False,False,False,False,3
650,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1,2013,49,1,1048,25,0,False,False,False,False,True,0
651,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,2,2013,51,0,574,16,0,False,False,False,True,False,3
652,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1,2012,42,0,1029,13,0,False,False,True,False,False,1
653,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,1,2013,33,1,670,18,0,False,False,True,False,False,2
654,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,2,2014,40,1,11,3,0,False,False,True,False,False,2
655,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,1,2012,49,1,1241,18,1,False,False,False,False,True,0
656,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,2014,35,0,576,16,0,False,False,True,False,False,1
657,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,1,2013,28,1,172,8,1,True,False,False,False,False,3
658,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,2013,33,0,664,19,0,False,False,False,False,True,0
659,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,1,2013,50,0,928,21,0,False,False,True,False,False,1
660,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,2012,45,0,2074,29,0,False,False,True,False,False,1
661,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,0,2013,31,1,467,14,0,True,False,False,False,False,3
662,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,1,2013,58,1,257,10,0,False,False,True,False,False,2
663,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,2013,46,1,1146,16,0,False,False,True,False,False,1
664,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,1,2013,37,0,689,18,0,False,False,False,False,True,0
665,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,2012,40,0,2114,21,0,False,False,False,False,True,0
666,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0,2012,30,1,1717,29,0,False,False,False,False,True,0
667,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,2014,25,1,1346,20,2,False,False,False,False,True,0
668,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,2013,44,1,1044,14,0,False,False,False,False,True,0
669,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,1,2012,52,0,493,16,1,False,False,False,False,True,0
670,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,2013,43,0,957,12,0,False,False,True,False,False,1
671,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,1,2013,55,1,270,9,0,False,False,False,True,False,3
672,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,2013,61,1,29,4,0,False,True,False,False,False,3
673,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,2,2013,64,0,121,6,0,False,False,False,True,False,3
674,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,2,2013,52,1,126,7,0,False,False,False,True,False,3
675,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,2014,19,0,23,3,0,False,False,True,False,False,2
676,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,2,2013,64,0,57,5,0,False,False,False,False,True,3
677,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,2013,52,0,636,18,0,False,False,True,False,False,1
678,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,2014,54,1,1004,27,1,False,False,True,False,False,1
679,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,1,2013,40,0,734,17,0,False,False,True,False,False,2
680,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,2,2014,36,1,614,18,0,False,False,True,False,False,2
681,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,1,2014,36,0,1453,18,1,False,False,True,False,False,1
682,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0,2014,26,0,1621,14,3,False,False,False,True,False,0
683,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,1,2013,45,0,187,9,0,False,False,False,True,False,3
684,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,1,2014,44,0,57,5,0,False,False,False,False,True,3
685,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,1,2013,62,0,637,18,0,False,False,True,False,False,2
686,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,1,2013,65,1,948,11,1,False,False,False,False,True,3
687,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,1,2013,27,1,18,3,0,False,False,True,False,False,2
688,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,1,2012,47,0,903,22,0,False,False,False,True,False,0
689,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,1,2013,38,0,112,6,0,False,False,True,False,False,2
690,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,2013,60,1,596,17,0,False,False,True,False,False,2
691,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,1,2013,31,1,233,10,0,False,False,True,False,False,2
692,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,2012,37,1,1511,10,0,False,False,False,False,True,0
693,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,0,2012,52,0,1152,16,1,True,False,False,False,False,0
694,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,1,2013,35,1,48,5,0,False,False,True,False,False,2
695,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1,2013,43,0,1185,25,0,False,False,True,False,False,1
